date,value
2018-01-04,85.25811285132698
2018-01-05,92.28468070184121
2018-01-10,77.31230777446645
2018-01-11,73.64431674437563
2018-01-16,79.52184280633261
2018-01-17,70.00288106225429
2018-01-22,72.00300249113486
2018-01-23,68.71993582378083
2018-01-28,73.2869149597082
2018-01-29,73.2869149597082
2018-02-03,79.76264875954084
2018-02-04,76.44185569753326
2018-02-09,83.75364911647407
2018-02-10,83.75364911647407
2018-02-15,70.27740726381464
2018-02-16,62.48619016479806
2018-02-21,65.18771794476075
2018-02-22,61.28992718843672
2018-02-27,72.00300249113486
2018-02-28,68.13104059532141
2018-03-05,77.90807606382224
2018-03-06,74.4940019925631
2018-03-11,90.53660141223205
2018-03-12,88.4081850261001
2018-03-17,95.82118423177884
2018-03-18,91.9441928760637
2018-03-23,97.42659544303994
2018-03-24,95.56186223528424
2018-03-29,100.0
2018-03-30,97.06987350202013
2018-04-04,99.63949424818253
2018-04-04,100.0
2018-04-05,95.56186223528424
2018-04-10,99.0778153593388
2018-04-11,99.0778153593388
2018-04-16,98.59614671537605
2018-04-17,95.98556813705886
2018-04-22,98.83248387186735
2018-04-23,98.83248387186735
2018-04-28,99.41115768069506
2018-04-29,96.84393324300522
2018-05-04,100.0
2018-05-05,97.06987350202013
2018-05-10,98.59614671537605
2018-05-11,95.1561614505277
2018-05-16,100.0
2018-05-17,96.84393324300522
2018-05-22,99.79769721798355
2018-05-23,100.0
2018-05-28,97.26992079253013
2018-05-29,100.0
2018-06-03,98.05431105534028
2018-06-04,98.05431105534028
2018-06-09,100.0
2018-06-10,97.26992079253013
2018-06-15,96.47940176226452
2018-06-16,91.9441928760637
2018-06-21,98.59614671537605
2018-06-22,98.93759588501692
2018-06-27,94.4070224232761
2018-06-28,91.9441928760637
2018-07-03,96.70499870015149
2018-07-04,93.24930045419096
2018-07-09,92.28468070184121
2018-07-10,89.23860998442976
2018-07-15,91.21386483716981
2018-07-16,88.29937211207081
2018-07-21,91.34956184543951
2018-07-22,87.80620877143662
2018-07-27,89.44039670655782
2018-07-28,86.48273079980878
2018-08-02,87.68100600896618
2018-08-03,83.24639359492129
2018-08-08,83.00139394409982
2018-08-09,80.95492016716814
2018-08-14,83.61443920626482
2018-08-15,80.95492016716814
2018-08-20,84.65667596508064
2018-08-21,84.65667596508064
2018-08-26,78.1389343230968
2018-08-27,75.77982736802832
2018-09-01,80.70459682353548
2018-09-02,74.86159281476046
2018-09-07,76.33135630961495
2018-09-08,72.7676074105055
2018-09-13,77.90807606382224
2018-09-14,72.56648657001938
2018-09-19,73.95567095744894
2018-09-20,70.27740726381464
2018-09-25,73.11623176008695
2018-09-26,69.39437619099996
2018-10-01,74.17393418001451
2018-10-02,72.00300249113486
2018-10-07,77.09828314160909
2018-10-08,72.94570918693117
2018-10-13,75.15148624633541
2018-10-14,69.78966053201535
2018-10-19,75.77982736802832
2018-10-20,75.77982736802832
2018-10-25,78.1389343230968
2018-10-26,73.95567095744894
2018-10-31,77.62187697858415
2018-11-01,76.21303569415352
2018-11-06,87.03111433163625
2018-11-07,84.65667596508064
2018-11-12,89.91194729396827
2018-11-13,86.37488079166629
2018-11-18,88.90270759335877
2018-11-19,86.56572929388851
2018-11-24,92.43806587150904
2018-11-25,87.10600224629275
2018-11-30,90.82418949836504
2018-12-01,88.06518953622545
2018-12-06,92.95009181103886
2018-12-07,86.37488079166629
2018-12-12,92.68540257374626
2018-12-13,88.50867570583134
2018-12-18,98.83248387186735
2018-12-19,93.36909253790651
2018-12-24,93.94324198917423
2018-12-25,90.25782386029016
2018-12-30,92.95009181103886
2019-01-05,99.41115768069506
2019-01-06,99.41115768069506
2019-01-06,89.1377855987648
2019-01-11,95.33734593799586
2019-01-12,91.62969393414998
2019-01-17,95.56186223528424
2019-01-18,93.59172815917823
2019-01-23,97.77512551473777
2019-01-24,94.88895288017416
2019-01-29,97.56594720514794
2019-01-29,93.24930045419096
2019-01-30,96.84393324300522
2019-02-04,98.22022942083728
2019-02-04,91.34956184543951
2019-02-05,92.53185184692896
2019-02-10,90.82418949836504
2019-02-11,91.34956184543951
2019-02-16,97.42659544303994
2019-02-17,94.76837744375655
2019-02-22,97.42659544303994
2019-02-22,91.08672282819657
2019-02-23,92.95009181103886
2019-02-28,91.08672282819657
2019-03-01,89.06219749448123
2019-03-06,89.1377855987648
2019-03-07,90.41828977995297
2019-03-12,96.99163937031436
2019-03-12,89.91194729396827
2019-03-13,91.21386483716981
2019-03-18,90.25782386029016
2019-03-18,86.56572929388851
2019-03-19,88.90270759335877
2019-03-24,91.21386483716981
2019-03-24,87.68100600896618
2019-03-25,89.06219749448123
2019-03-30,90.41828977995297
2019-03-31,88.50867570583134
2019-04-05,90.53660141223205
2019-04-06,89.91194729396827
2019-04-11,93.59172815917823
2019-04-12,94.88895288017416
2019-04-17,90.53660141223205
2019-04-18,90.53660141223205
2019-04-23,95.01820948875519
2019-04-24,95.01820948875519
2019-04-24,86.48273079980878
2019-04-29,90.71418589164988
2019-04-30,86.56572929388851
2019-05-05,90.41828977995297
2019-05-06,87.22254621289967
2019-05-11,89.78554099994771
2019-05-12,85.91091719344779
2019-05-17,90.41828977995297
2019-05-17,80.95492016716814
2019-05-18,84.34427948398152
2019-05-23,89.78554099994771
2019-05-23,81.08424167983647
2019-05-24,83.00139394409982
2019-05-29,80.95492016716814
2019-05-30,80.84990777753917
2019-06-04,83.75364911647407
2019-06-05,81.99182268719197
2019-06-10,82.16244771584645
2019-06-11,81.99182268719197
2019-06-16,86.56572929388851
2019-06-17,77.46306118395835
